Schlüsselnummer;Stadt;PLZ;Bundesland;Landkreis
03153;Clausthal-Zellerfeld;38678;Niedersachsen; Goslar
05970;Bad Laasphe;57334;Nordrhein-Westfalen; Siegen-Wittgenstein
08415;Münsingen;72525;Baden-Württemberg; Reutlingen
12073;Angermünde;16278;Brandenburg; Uckermark
08325;Oberndorf am Neckar;78727;Baden-Württemberg; Rottweil
08118;Markgröningen;71706;Baden-Württemberg; Ludwigsburg
06634;Fritzlar;34560;Hessen; Schwalm-Eder-Kreis
08436;Isny;88316;Baden-Württemberg; Ravensburg
15087;Hettstedt;06333;Sachsen-Anhalt; Mansfeld-Südharz
08216;Gernsbach;76593;Baden-Württemberg; Rastatt
08315;Breisach am Rhein;79206;Baden-Württemberg; Breisgau-Hochschwarzwald
08425;Langenau;89129;Baden-Württemberg; Alb-Donau-Kreis
08436;Bad Wurzach;88410;Baden-Württemberg; Ravensburg
14730;Taucha;04425;Freistaat Sachsen; Nordsachsen
05762;Beverungen;37688;Nordrhein-Westfalen; Höxter
06634;Homberg;34576;Hessen; Schwalm-Eder-Kreis
05570;Sassenberg;48336;Nordrhein-Westfalen; Warendorf
09777;Füssen;87629;Freistaat Bayern; Ostallgäu
09780;Immenstadt;87509;Freistaat Bayern; Oberallgäu
15091;Jessen;06917;Sachsen-Anhalt; Wittenberg
06533;Bad Camberg;65520;Hessen; Limburg-Weilburg
12061;Lübben;15907;Brandenburg; Dahme-Spreewald
08116;Plochingen;73207;Baden-Württemberg; Esslingen
13061;Bergen auf Rügen;18528;Mecklenburg-Vorpommern; Rügen
12065;Zehdenick;16792;Brandenburg; Oberhavel
09778;Mindelheim;87719;Freistaat Bayern; Unterallgäu
03156;Herzberg am Harz;37412;Niedersachsen; Osterode am Harz
09778;Bad Wörishofen;86825;Freistaat Bayern; Unterallgäu
09273;Mainburg;84048;Freistaat Bayern; Kelheim
06535;Lauterbach;36341;Hessen; Vogelsbergkreis
08119;Murrhardt;71540;Baden-Württemberg; Rems-Murr-Kreis
14628;Neustadt;01844;Freistaat Sachsen; Sächs. Schweiz-Osterzgebirge
05154;Kalkar;47546;Nordrhein-Westfalen; Kleve
03241;Pattensen;30982;Niedersachsen;Hannover
08226;Neckargemünd;69151;Baden-Württemberg; Rhein-Neckar-Kreis
06632;Bebra;36179;Hessen; Hersfeld-Rotenburg
03455;Jever;26441;Niedersachsen; Friesland
06531;Grünberg;35305;Hessen; Gießen
09573;Stein;90547;Freistaat Bayern; Fürth
09176;Eichstätt;85072;Freistaat Bayern; Eichstätt
03254;Bad Salzdetfurth;31162;Niedersachsen; Hildesheim
05958;Winterberg;59955;Nordrhein-Westfalen; Hochsauerlandkreis
08117;Uhingen;73066;Baden-Württemberg; Göppingen
09177;Dorfen;84405;Freistaat Bayern; Erding
01053;Ratzeburg;23909;Schleswig-Holstein; Herzogtum Lauenburg
01060;Bad Bramstedt;24576;Schleswig-Holstein; Segeberg
06532;Aßlar;35614;Hessen; Lahn-Dill-Kreis
14628;Wilsdruff;01723;Freistaat Sachsen; Sächs. Schweiz-Osterzgebirge
06632;Rotenburg;36199;Hessen; Hersfeld-Rotenburg
09472;Pegnitz;91257;Freistaat Bayern; Bayreuth
01057;Schwentinental;24223;Schleswig-Holstein; Plön
05358;Linnich;52441;Nordrhein-Westfalen; Düren
06435;Bad Soden-Salmünster;63628;Hessen; Main-Kinzig-Kreis
06634;Melsungen;34212;Hessen; Schwalm-Eder-Kreis
05366;Schleiden;53937;Nordrhein-Westfalen; Euskirchen
06532;Solms;35606;Hessen; Lahn-Dill-Kreis
03357;Zeven;27404;Niedersachsen; Rotenburg
14521;Marienberg;09496;Freistaat Sachsen; Erzgebirgskreis
06433;Kelsterbach;65451;Hessen; Groß-Gerau
06435;Langenselbold;63505;Hessen; Main-Kinzig-Kreis
06531;Lich;35423;Hessen; Gießen
09473;Rödental;96472;Freistaat Bayern; Coburg
06437;Erbach;64711;Hessen; Odenwaldkreis
09674;Haßfurt;97437;Freistaat Bayern; Haßberge
03452;Wiesmoor;26639;Niedersachsen; Aurich
05570;Sendenhorst;48324;Nordrhein-Westfalen; Warendorf
06534;Biedenkopf;35216;Hessen; Marburg-Biedenkopf
05762;Steinheim;32839;Nordrhein-Westfalen; Höxter
09775;Weißenhorn;89264;Freistaat Bayern; Neu-Ulm
06436;Eppstein;65817;Hessen; Main-Taunus-Kreis
09772;Schwabmünchen;86830;Freistaat Bayern; Augsburg
13059;Anklam;17389;Mecklenburg-Vorpommern; Ostvorpommern
03453;Löningen;49624;Niedersachsen; Cloppenburg
01051;Brunsbüttel;25541;Schleswig-Holstein; Dithmarschen
06434;Usingen;61250;Hessen; Hochtaunuskreis
08425;Erbach;89155;Baden-Württemberg; Alb-Donau-Kreis
08326;St. Georgen im Schwarzwald;78112;Baden-Württemberg; Schwarzwald-Baar-Kreis
09576;Hilpoltstein;91161;Freistaat Bayern; Roth
06533;Weilburg;35781;Hessen; Limburg-Weilburg
09572;Höchstadt a.d.Aisch;91315;Freistaat Bayern; Erlangen-Höchstadt
08128;Tauberbischofsheim;97941;Baden-Württemberg; Main-Tauber-Kreis
09775;Vöhringen;89269;Freistaat Bayern; Neu-Ulm
08135;Herbrechtingen;89542;Baden-Württemberg; Heidenheim
07332;Grünstadt;67269;Rheinland-Pfalz; Bad Dürkheim
08118;Asperg;71679;Baden-Württemberg; Ludwigsburg
08437;Pfullendorf;88630;Baden-Württemberg; Sigmaringen
03351;Bergen;29303;Niedersachsen; Celle
05770;Preußisch Oldendorf;32361;Nordrhein-Westfalen; Minden-Lübbecke
06431;Lorsch;64653;Hessen; Bergstraße
01055;Fehmarn;23769;Schleswig-Holstein; Ostholstein
16075;Pößneck;07381;Freistaat Thüringen; Saale-Orla-Kreis
12064;Bad Freienwalde;16259;Brandenburg; Märkisch-Oderland
08326;Bad Dürrheim;78073;Baden-Württemberg; Schwarzwald-Baar-Kreis
01056;Tornesch;25437;Schleswig-Holstein; Pinneberg
06634;Borken;34582;Hessen; Schwalm-Eder-Kreis
08435;Markdorf;88677;Baden-Württemberg; Bodenseekreis
15081;Gardelegen;39638;Sachsen-Anhalt; Altmarkkreis Salzwedel
03454;Haselünne;49740;Niedersachsen; Emsland
08337;Wehr;79664;Baden-Württemberg; Waldshut
01057;Plön;24306;Schleswig-Holstein; Plön
06633;Wolfhagen;34466;Hessen; Kassel
08215;Östringen;76684;Baden-Württemberg; Karlsruhe
09277;Eggenfelden;84307;Freistaat Bayern; Rottal-Inn
14524;Lichtenstein;09350;Freistaat Sachsen; Zwickau
03459;Quakenbrück;49610;Niedersachsen; Osnabrück
09577;Treuchtlingen;91757;Freistaat Bayern; Weißenburg-Gunzenhausen
07232;Bitburg;54634;Rheinland-Pfalz; Eifelkreis Bitburg-Prüm
09175;Grafing;85567;Freistaat Bayern; Ebersberg
09273;Neustadt a.d.Donau;93333;Freistaat Bayern; Kelheim
03460;Dinklage;49413;Niedersachsen; Vechta
08115;Holzgerlingen;71088;Baden-Württemberg; Böblingen
12072;Jüterbog;14913;Brandenburg; Teltow-Fläming
12070;Pritzwalk;16928;Brandenburg; Prignitz
03251;Sulingen;27232;Niedersachsen; Diepholz
09271;Plattling;94447;Freistaat Bayern; Deggendorf
09375;Neutraubling;93073;Freistaat Bayern; Regensburg
06636;Hessisch Lichtenau;37235;Hessen; Werra-Meißner-Kreis
09273;Abensberg;93326;Freistaat Bayern; Kelheim
06531;Hungen;35410;Hessen; Gießen
09171;Altötting;84503;Freistaat Bayern; Altötting
09279;Landau a.d.Isar;94405;Freistaat Bayern; Dingolfing-Landau
05334;Monschau;52156;Nordrhein-Westfalen; Leverkusen
09774;Krumbach;86381;Freistaat Bayern; Günzburg
15086;Möckern;39291;Sachsen-Anhalt; Jerichower Land
08417;Burladingen;72393;Baden-Württemberg; Zollernalbkreis
15091;Coswig;06869;Sachsen-Anhalt; Wittenberg
12070;Perleberg;19348;Brandenburg; Prignitz
07143;Montabaur;56410;Rheinland-Pfalz; Westerwaldkreis
03251;Twistringen;27239;Niedersachsen; Diepholz
08127;Gaildorf;74405;Baden-Württemberg; Schwäbisch Hall
03153;Langelsheim;38685;Niedersachsen; Goslar
08415;Bad Urach;72574;Baden-Württemberg; Reutlingen
08215;Philippsburg;76661;Baden-Württemberg; Karlsruhe
06435;Wächtersbach;63607;Hessen; Main-Kinzig-Kreis
09376;Burglengenfeld;93133;Freistaat Bayern; Schwandorf
13054;Ludwigslust;19288;Mecklenburg-Vorpommern; Ludwigslust
09574;Hersbruck;91217;Freistaat Bayern; Nürnberger Land
08327;Spaichingen;78549;Baden-Württemberg; Tuttlingen
08116;Wernau;73249;Baden-Württemberg; Esslingen
05774;Bad Wünnenberg;33181;Nordrhein-Westfalen; Paderborn
03154;Schöningen;38364;Niedersachsen; Helmstedt
08325;Sulz am Neckar;72172;Baden-Württemberg; Rottweil
08136;Bopfingen;73441;Baden-Württemberg; Ostalbkreis
05558;Olfen;59399;Nordrhein-Westfalen; Coesfeld
14625;Bischofswerda;01877;Freistaat Sachsen; Bautzen
06534;Gladenbach;35075;Hessen; Marburg-Biedenkopf
08226;Hemsbach;69502;Baden-Württemberg; Rhein-Neckar-Kreis
09187;Wasserburg a.Inn;83512;Freistaat Bayern; Rosenheim
09575;Neustadt a.d.Aisch;91413;Freistaat Bayern; Neustadt a.d.Aisch-Bad Windsh.
08317;Ettenheim;77955;Baden-Württemberg; Ortenaukreis
06533;Hadamar;65589;Hessen; Limburg-Weilburg
09571;Feuchtwangen;91555;Freistaat Bayern; Ansbach
06531;Linden;35440;Hessen; Gießen
05966;Drolshagen;57489;Nordrhein-Westfalen; Olpe
15083;Wolmirstedt;39326;Sachsen-Anhalt; Börde
05962;Neuenrade;58809;Nordrhein-Westfalen; Märkischer Kreis
06440;Rosbach;61191;Hessen; Wetteraukreis
09777;Buchloe;86807;Freistaat Bayern; Ostallgäu
13052;Demmin;17109;Mecklenburg-Vorpommern; Demmin
14521;Oelsnitz;09376;Freistaat Sachsen; Erzgebirgskreis
15088;Braunsbedra;06242;Sachsen-Anhalt; Saalekreis
16077;Schmölln;04626;Freistaat Thüringen; Altenburger Land
09275;Hauzenberg;94051;Freistaat Bayern; Passau
09190;Schongau;86956;Freistaat Bayern; Weilheim-Schongau
08118;Steinheim an der Murr;71711;Baden-Württemberg; Ludwigsburg
16069;Hildburghausen;98646;Freistaat Thüringen; Hildburghausen
15088;Querfurt;06268;Sachsen-Anhalt; Saalekreis
05962;Balve;58802;Nordrhein-Westfalen; Märkischer Kreis
12069;Beelitz;14547;Brandenburg; Potsdam-Mittelmark
13059;Wolgast;17438;Mecklenburg-Vorpommern; Ostvorpommern
08315;Neuenburg am Rhein;79395;Baden-Württemberg; Breisgau-Hochschwarzwald
08425;Blaubeuren;89143;Baden-Württemberg; Alb-Donau-Kreis
14521;Stollberg;09366;Freistaat Sachsen; Erzgebirgskreis
09574;Röthenbach a.d.Pegnitz;90552;Freistaat Bayern; Nürnberger Land
13054;Hagenow;19230;Mecklenburg-Vorpommern; Ludwigslust
03151;Wittingen;29378;Niedersachsen; Gifhorn
09277;Pfarrkirchen;84347;Freistaat Bayern; Rottal-Inn
09575;Bad Windsheim;91438;Freistaat Bayern; Neustadt a.d.Aisch-Bad Windsh.
12065;Velten;16727;Brandenburg; Oberhavel
09276;Regen;94209;Freistaat Bayern; Regen
06439;Oestrich-Winkel;65375;Hessen; Rheingau-Taunus-Kreis
08315;Titisee-Neustadt;79822;Baden-Württemberg; Breisgau-Hochschwarzwald
16066;Zella-Mehlis;98544;Freistaat Thüringen; Schmalkalden-Meiningen
08225;Walldürn;74731;Baden-Württemberg; Neckar-Odenwald-Kreis
09271;Osterhofen;94486;Freistaat Bayern; Deggendorf
08118;Besigheim;74354;Baden-Württemberg; Ludwigsburg
12067;Erkner;15537;Brandenburg; Oder-Spree
14522;Burgstädt;09217;Freistaat Sachsen; Mittelsachsen
09189;Trostberg;83308;Freistaat Bayern; Traunstein
06439;Geisenheim;65366;Hessen; Rheingau-Taunus-Kreis
09672;Hammelburg;97762;Freistaat Bayern; Bad Kissingen
03456;Schüttorf;48465;Niedersachsen; Grafschaft Bentheim
08125;Weinsberg;74189;Baden-Württemberg; Heilbronn
05558;Billerbeck;48727;Nordrhein-Westfalen; Coesfeld
01061;Glückstadt;25348;Schleswig-Holstein; Steinburg
14523;Oelsnitz;08606;Freistaat Sachsen; Vogtlandkreis
08226;Ladenburg;68526;Baden-Württemberg; Rhein-Neckar-Kreis
03459;Bad Iburg;49186;Niedersachsen; Osnabrück
09274;Vilsbiburg;84137;Freistaat Bayern; Landshut
03358;Bad Fallingbostel;29683;Niedersachsen; Soltau-Fallingbostel
09372;Roding;93426;Freistaat Bayern; Cham
05754;Werther;33824;Nordrhein-Westfalen; Gütersloh
09571;Dinkelsbühl;91550;Freistaat Bayern; Ansbach
16077;Meuselwitz;04610;Freistaat Thüringen; Altenburger Land
13062;Pasewalk;17309;Mecklenburg-Vorpommern; Uecker-Randow
09175;Ebersberg;85560;Freistaat Bayern; Ebersberg
01053;Lauenburg/ Elbe;21481;Schleswig-Holstein; Herzogtum Lauenburg
13051;Bad Doberan;18209;Mecklenburg-Vorpommern; Bad Doberan
14521;Zwönitz;08297;Freistaat Sachsen; Erzgebirgskreis
08317;Rheinau;77866;Baden-Württemberg; Ortenaukreis
03156;Bad Lauterberg im Harz;37431;Niedersachsen; Osterode am Harz
15086;Gommern;39245;Sachsen-Anhalt; Jerichower Land
09679;Ochsenfurt;97199;Freistaat Bayern; Würzburg
05554;Isselburg;46419;Nordrhein-Westfalen; Borken
12069;Belzig;14806;Brandenburg; Potsdam-Mittelmark
09776;Lindenberg;88161;Freistaat Bayern; Lindau
15090;Osterburg;39606;Sachsen-Anhalt; Stendal
09182;Miesbach;83714;Freistaat Bayern; Miesbach
08317;Gengenbach;77723;Baden-Württemberg; Ortenaukreis
14524;Wilkau-Haßlau;08112;Freistaat Sachsen; Zwickau
08136;Lorch;73547;Baden-Württemberg; Ostalbkreis
16074;Eisenberg;07607;Freistaat Thüringen; Saale-Holzland-Kreis
08119;Welzheim;73642;Baden-Württemberg; Rems-Murr-Kreis
09571;Rothenburg ob der Tauber;91541;Freistaat Bayern; Ansbach
08125;Schwaigern;74193;Baden-Württemberg; Heilbronn
14729;Frohburg;04654;Freistaat Sachsen; Leipzig
05774;Lichtenau;33165;Nordrhein-Westfalen; Paderborn
08235;Altensteig;72213;Baden-Württemberg; Calw
15088;Bad Dürrenberg;06231;Sachsen-Anhalt; Saalekreis
06532;Braunfels;35619;Hessen; Lahn-Dill-Kreis
06535;Schotten;63679;Hessen; Vogelsbergkreis
09475;Münchberg;95213;Freistaat Bayern; Hof
08425;Laichingen;89150;Baden-Württemberg; Alb-Donau-Kreis
06435;Steinau an der Straße;36396;Hessen; Main-Kinzig-Kreis
10041;Friedrichsthal;66299;Saarland; Regionalverband Saarbrücken
09677;Marktheidenfeld;97828;Freistaat Bayern; Main-Spessart
08125;Lauffen am Neckar;74348;Baden-Württemberg; Heilbronn
08117;Donzdorf;73072;Baden-Württemberg; Göppingen
07137;Mülheim-Kärlich;56218;Rheinland-Pfalz; Mayen-Koblenz
13058;Grevesmühlen;23936;Mecklenburg-Vorpommern; Nordwestmecklenburg
03153;Vienenburg;38690;Niedersachsen; Goslar
06439;Bad Schwalbach;65307;Hessen; Rheingau-Taunus-Kreis
08417;Haigerloch;72401;Baden-Württemberg; Zollernalbkreis
16067;Waltershausen;99880;Freistaat Thüringen; Gotha
09773;Lauingen;89415;Freistaat Bayern; Dillingen a.d.Donau
09677;Gemünden;97737;Freistaat Bayern; Main-Spessart
05358;Nideggen;52385;Nordrhein-Westfalen; Düren
14522;Brand-Erbisdorf;09618;Freistaat Sachsen; Mittelsachsen
07141;Diez;65582;Rheinland-Pfalz; Rhein-Lahn-Kreis
03254;Bockenem;31167;Niedersachsen; Hildesheim
05974;Rüthen;59602;Nordrhein-Westfalen; Soest
06634;Felsberg;34587;Hessen; Schwalm-Eder-Kreis
13054;Boizenburg/ Elbe;19258;Mecklenburg-Vorpommern; Ludwigslust
08235;Bad Wildbad;75323;Baden-Württemberg; Calw
13057;Grimmen;18507;Mecklenburg-Vorpommern; Nordvorpommern
08417;Meßstetten;72469;Baden-Württemberg; Zollernalbkreis
09478;Bad Staffelstein;96231;Freistaat Bayern; Lichtenfels
05766;Lügde;32676;Nordrhein-Westfalen; Lippe
13061;Sassnitz;18546;Mecklenburg-Vorpommern; Rügen
14521;Zschopau;09405;Freistaat Sachsen; Erzgebirgskreis
03155;Bad Gandersheim;37581;Niedersachsen; Northeim
09376;Maxhütte-Haidhof;93142;Freistaat Bayern; Schwandorf
03257;Bad Nenndorf;31542;Niedersachsen; Schaumburg
03256;Rehburg-Loccum;31547;Niedersachsen; Nienburg
09272;Waldkirchen;94065;Freistaat Bayern; Freyung-Grafenau
12066;Großräschen;01983;Brandenburg; Oberspreewald-Lausitz
09573;Langenzenn;90579;Freistaat Bayern; Fürth
03155;Dassel;37586;Niedersachsen; Northeim
14628;Dippoldiswalde;01744;Freistaat Sachsen; Sächs. Schweiz-Osterzgebirge
03357;Visselhövede;27374;Niedersachsen; Rotenburg
08426;Riedlingen;88499;Baden-Württemberg; Biberach
12061;Luckau;15926;Brandenburg; Dahme-Spreewald
08115;Rutesheim;71277;Baden-Württemberg; Böblingen
08326;Blumberg;78176;Baden-Württemberg; Schwarzwald-Baar-Kreis
08335;Engen;78234;Baden-Württemberg; Konstanz
14626;Niesky;02906;Freistaat Sachsen; Görlitz
15089;Calbe;39240;Sachsen-Anhalt; Salzlandkreis
01058;Büdelsdorf;24782;Schleswig-Holstein; Rendsburg-Eckernförde
07132;Betzdorf;57518;Rheinland-Pfalz; Altenkirchen
09278;Bogen;94327;Freistaat Bayern; Straubing-Bogen
12062;Herzberg;04916;Brandenburg; Elbe-Elster
13062;Ueckermünde;17373;Mecklenburg-Vorpommern; Uecker-Randow
14521;Olbernhau;09526;Freistaat Sachsen; Erzgebirgskreis
08136;Heubach;73540;Baden-Württemberg; Ostalbkreis
12062;Bad Liebenwerda;04924;Brandenburg; Elbe-Elster
06531;Laubach;35321;Hessen; Gießen
06434;Steinbach;61449;Hessen; Hochtaunuskreis
14522;Flöha;09557;Freistaat Sachsen; Mittelsachsen
08437;Mengen;88512;Baden-Württemberg; Sigmaringen
09186;Geisenfeld;85290;Freistaat Bayern; Pfaffenhofen
08235;Wildberg;72218;Baden-Württemberg; Calw
08316;Herbolzheim;79336;Baden-Württemberg; Emmendingen
08117;Süßen;73079;Baden-Württemberg; Göppingen
15082;Zörbig;06780;Sachsen-Anhalt; Anhalt-Bitterfeld
15087;Mansfeld;06343;Sachsen-Anhalt; Mansfeld-Südharz
09676;Erlenbach;63906;Freistaat Bayern; Miltenberg
06531;Lollar;35457;Hessen; Gießen
08436;Aulendorf;88326;Baden-Württemberg; Ravensburg
06535;Schlitz;36110;Hessen; Vogelsbergkreis
09276;Zwiesel;94227;Freistaat Bayern; Regen
03459;Fürstenau;49584;Niedersachsen; Osnabrück
14522;Penig;09322;Freistaat Sachsen; Mittelsachsen
09277;Simbach a.Inn;84359;Freistaat Bayern; Rottal-Inn
15085;Ilsenburg;38871;Sachsen-Anhalt; Harz
06435;Bad Orb;63619;Hessen; Main-Kinzig-Kreis
08116;Aichtal;72631;Baden-Württemberg; Esslingen
01056;Barmstedt;25355;Schleswig-Holstein; Pinneberg
03456;Neuenhaus;49828;Niedersachsen; Grafschaft Bentheim
01055;Oldenburg in Holstein;23758;Schleswig-Holstein; Ostholstein
12068;Kyritz;16866;Brandenburg; Ostprignitz-Ruppin
01059;Kappeln;24376;Schleswig-Holstein; Schleswig-Flensburg
06433;Gernsheim, Schöfferstadt;64579;Hessen; Groß-Gerau
03355;Bleckede;21354;Niedersachsen; Lüneburg
06439;Rüdesheim am Rhein;65385;Hessen; Rheingau-Taunus-Kreis
14521;Lößnitz;08294;Freistaat Sachsen; Erzgebirgskreis
08125;Neuenstadt am Kocher;74196;Baden-Württemberg; Heilbronn
14729;Brandis;04821;Freistaat Sachsen; Leipzig
09479;Wunsiedel;95632;Freistaat Bayern; Wunsiedel
03354;Lüchow;29439;Niedersachsen; Lüchow-Dannenberg
06533;Runkel;65594;Hessen; Limburg-Weilburg
08116;Weilheim an der Teck;73235;Baden-Württemberg; Esslingen
09475;Rehau;95111;Freistaat Bayern; Hof
14625;Lauta;02991;Freistaat Sachsen; Bautzen
07333;Eisenberg;67304;Rheinland-Pfalz; Donnersbergkreis
13062;Torgelow;17358;Mecklenburg-Vorpommern; Uecker-Randow
03257;Obernkirchen;31683;Niedersachsen; Schaumburg
08235;Bad Liebenzell;75378;Baden-Württemberg; Calw
06437;Bad König;64732;Hessen; Odenwaldkreis
09676;Miltenberg;63897;Freistaat Bayern; Miltenberg
05954;Breckerfeld;58339;Nordrhein-Westfalen; Ennepe-Ruhr-Kreis
15090;Tangermünde;39590;Sachsen-Anhalt; Stendal
12072;Trebbin;14959;Brandenburg; Teltow-Fläming
03459;Dissen am Teutoburger Wald;49201;Niedersachsen; Osnabrück
07143;Höhr-Grenzhausen;56203;Rheinland-Pfalz; Westerwaldkreis
08326;Furtwangen im Schwarzwald;78120;Baden-Württemberg; Schwarzwald-Baar-Kreis
06440;Niddatal;61194;Hessen; Wetteraukreis
09774;Burgau;89331;Freistaat Bayern; Günzburg
01054;Niebüll;25899;Schleswig-Holstein; Nordfriesland
05566;Tecklenburg;49545;Nordrhein-Westfalen; Steinfurt
12062;Doberlug-Kirchhain;03253;Brandenburg; Elbe-Elster
01060;Wahlstedt;23812;Schleswig-Holstein; Segeberg
01055;Heiligenhafen;23774;Schleswig-Holstein; Ostholstein
08316;Kenzingen;79341;Baden-Württemberg; Emmendingen
06534;Wetter;35083;Hessen; Marburg-Biedenkopf
05762;Borgentreich;34434;Nordrhein-Westfalen; Höxter
07141;Bad Ems;56130;Rheinland-Pfalz; Rhein-Lahn-Kreis
09675;Volkach;97332;Freistaat Bayern; Kitzingen
15091;Bad Schmiedeberg;06905;Sachsen-Anhalt; Wittenberg
03461;Elsfleth;26931;Niedersachsen; Wesermarsch
09377;Tirschenreuth;95643;Freistaat Bayern; Tirschenreuth
09171;Töging a.Inn;84513;Freistaat Bayern; Altötting
12067;Storkow;15859;Brandenburg; Oder-Spree
06440;Ortenberg;63683;Hessen; Wetteraukreis
12063;Premnitz;14727;Brandenburg; Havelland
08316;Endingen am Kaiserstuhl;79346;Baden-Württemberg; Emmendingen
03254;Elze;31008;Niedersachsen; Hildesheim
06634;Gudensberg;34281;Hessen; Schwalm-Eder-Kreis
09571;Heilsbronn;91560;Freistaat Bayern; Ansbach
09372;Furth im Wald;93437;Freistaat Bayern; Cham
05766;Barntrup;32683;Nordrhein-Westfalen; Lippe
13053;Teterow;17166;Mecklenburg-Vorpommern; Güstrow
16065;Bad Frankenhausen/Kyffhäuser;06567;Freistaat Thüringen; Kyffhäuserkreis
15084;Hohenmölsen;06679;Sachsen-Anhalt; Burgenlandkreis
09475;Helmbrechts;95233;Freistaat Bayern; Hof
14522;Hainichen;09661;Freistaat Sachsen; Mittelsachsen
07339;Nieder-Olm;55268;Rheinland-Pfalz; Mainz-Bingen
14524;Kirchberg;08107;Freistaat Sachsen; Zwickau
15088;Mücheln;06249;Sachsen-Anhalt; Saalekreis
05766;Schieder-Schwalenberg;32816;Nordrhein-Westfalen; Lippe
09371;Auerbach;91275;Freistaat Bayern; Amberg-Sulzbach
12066;Vetschau;03226;Brandenburg; Oberspreewald-Lausitz
09773;Wertingen;86637;Freistaat Bayern; Dillingen a.d.Donau
06534;Neustadt;35279;Hessen; Marburg-Biedenkopf
07131;Bad Breisig;53498;Rheinland-Pfalz; Ahrweiler
08426;Ochsenhausen;88416;Baden-Württemberg; Biberach
14523;Falkenstein;08223;Freistaat Sachsen; Vogtlandkreis
12062;Elsterwerda;04910;Brandenburg; Elbe-Elster
07132;Kirchen;57548;Rheinland-Pfalz; Altenkirchen
14729;Zwenkau;04442;Freistaat Sachsen; Leipzig
13057;Barth;18356;Mecklenburg-Vorpommern; Nordvorpommern
12064;Altlandsberg;15345;Brandenburg; Märkisch-Oderland
16075;Schleiz;07907;Freistaat Thüringen; Saale-Orla-Kreis
12061;Mittenwalde;15749;Brandenburg; Dahme-Spreewald
03352;Hemmoor;21745;Niedersachsen; Cuxhaven
05754;Borgholzhausen;33829;Nordrhein-Westfalen; Gütersloh
09176;Beilngries;92339;Freistaat Bayern; Eichstätt
12066;Calau;03205;Brandenburg; Oberspreewald-Lausitz
07137;Mendig;56743;Rheinland-Pfalz; Mayen-Koblenz
08337;Laufenburg;79725;Baden-Württemberg; Waldshut
06440;Florstadt;61197;Hessen; Wetteraukreis
03360;Bad Bevensen;29549;Niedersachsen; Uelzen
14523;Treuen;08233;Freistaat Sachsen; Vogtlandkreis
09272;Grafenau;94481;Freistaat Bayern; Freyung-Grafenau
07335;Landstuhl;66849;Rheinland-Pfalz; Kaiserslautern
09676;Obernburg;63785;Freistaat Bayern; Miltenberg
05762;Willebadessen;34439;Nordrhein-Westfalen; Höxter
09373;Berching;92334;Freistaat Bayern; Neumarkt
12068;Rheinsberg;16831;Brandenburg; Ostprignitz-Ruppin
14628;Sebnitz;01855;Freistaat Sachsen; Sächs. Schweiz-Osterzgebirge
14729;Naunhof;04683;Freistaat Sachsen; Leipzig
09471;Hallstadt;96103;Freistaat Bayern; Bamberg
14729;Bad Lausick;04651;Freistaat Sachsen; Leipzig
09373;Freystadt;92342;Freistaat Bayern; Neumarkt
09375;Hemau;93155;Freistaat Bayern; Regensburg
08115;Waldenbuch;71111;Baden-Württemberg; Böblingen
09779;Rain;86641;Freistaat Bayern; Donau-Ries
01062;Reinfeld;23858;Schleswig-Holstein; Stormarn
14522;Waldheim;04736;Freistaat Sachsen; Mittelsachsen
06636;Bad Sooden-Allendorf;37242;Hessen; Werra-Meißner-Kreis
08426;Bad Schussenried;88427;Baden-Württemberg; Biberach
16074;Hermsdorf;07629;Freistaat Thüringen; Saale-Holzland-Kreis
16075;Neustadt an der Orla;07806;Freistaat Thüringen; Saale-Orla-Kreis
09275;Bad Griesbach i.Rottal;94086;Freistaat Bayern; Passau
15082;Aken;06385;Sachsen-Anhalt; Anhalt-Bitterfeld
15088;Bad Lauchstädt;06246;Sachsen-Anhalt; Saalekreis
14523;Klingenthal;08248;Freistaat Sachsen; Vogtlandkreis
09171;Neuötting;84524;Freistaat Bayern; Altötting
09774;Ichenhausen;89335;Freistaat Bayern; Günzburg
07334;Kandel;76870;Rheinland-Pfalz; Germersheim
14730;Bad Düben;04849;Freistaat Sachsen; Nordsachsen
08437;Meßkirch;88605;Baden-Württemberg; Sigmaringen
09376;Nittenau;93149;Freistaat Bayern; Schwandorf
07137;Vallendar;56179;Rheinland-Pfalz; Mayen-Koblenz
07133;Kirn;55606;Rheinland-Pfalz; Bad Kreuznach
15088;Landsberg;06188;Sachsen-Anhalt; Saalekreis
09276;Viechtach;94234;Freistaat Bayern; Regen
07331;Osthofen;67574;Rheinland-Pfalz; Alzey-Worms
03155;Hardegsen;37181;Niedersachsen; Northeim
07233;Daun;54550;Rheinland-Pfalz; Vulkaneifel
12067;Beeskow;15848;Brandenburg; Oder-Spree
03354;Dannenberg;29451;Niedersachsen; Lüchow-Dannenberg
07132;Wissen;57537;Rheinland-Pfalz; Altenkirchen
08118;Großbottwar;71723;Baden-Württemberg; Ludwigsburg
09677;Arnstein;97450;Freistaat Bayern; Main-Spessart
15085;Harzgerode;06493;Sachsen-Anhalt; Harz
14729;Groitzsch;04539;Freistaat Sachsen; Leipzig
09475;Naila;95119;Freistaat Bayern; Hof
08125;Möckmühl;74219;Baden-Württemberg; Heilbronn
